compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L3,__TILE__L0,__TILE__L1,__TILE__L3
05min 42sec,1116341 (4.465ms),52203 (4%),52330 (2%),1602 (37%),131 (1%),0 (~0%),5,8,2,1,4,4,1,off,off,off,1,1,1
06min 02sec,1149805 (5.133ms),56314 (4%),59523 (2%),1602 (37%),135 (1%),0 (~0%),5,8,2,8,4,4,1,off,off,off,1,1,1
60min 00sec,,,,,,,5,8,2,8,4,4,1,flatten,off,off,1,1,1
60min 00sec,,,,,,,5,8,2,8,4,4,1,flatten,off,off,4,1,1
06min 45sec,2286078 (9.144ms),59568 (5%),81241 (3%),334 (7%),35 (~0%),3 (~0%),4,5,1,1,1,1,1,off,off,off,1,1,1
05min 40sec,1829429 (7.318ms),40609 (3%),37026 (1%),830 (19%),48 (~0%),0 (~0%),4,1,4,1,1,1,1,off,off,off,1,1,1
05min 58sec,1863123 (8.318ms),42100 (3%),42648 (1%),830 (19%),51 (~0%),0 (~0%),4,1,1,8,1,1,1,off,off,off,1,1,1
05min 01sec,2110217 (8.441ms),46495 (3%),44511 (1%),384 (8%),123 (1%),0 (~0%),4,1,1,1,5,1,1,off,off,off,1,1,1
06min 28sec,1881160 (7.525ms),39748 (3%),35138 (1%),798 (18%),28 (~0%),0 (~0%),4,1,1,1,1,1,1,off,off,off,4,1,1
05min 33sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
06min 28sec,2284692 (9.139ms),64476 (5%),86686 (3%),362 (8%),102 (1%),0 (~0%),5,5,1,1,4,1,1,off,off,off,1,1,1
06min 42sec,2284622 (9.138ms),72122 (6%),95462 (4%),386 (8%),190 (2%),0 (~0%),5,5,1,1,8,1,1,off,off,off,1,1,1
06min 20sec,1692292 (6.769ms),73365 (6%),97496 (4%),482 (11%),201 (2%),0 (~0%),5,5,1,1,8,4,1,off,off,off,1,1,1
06min 20sec,1099492 (4.719ms),73955 (6%),98464 (4%),578 (13%),201 (2%),0 (~0%),5,5,1,1,8,4,4,off,off,off,1,1,1
05min 14sec,1230881 (4.924ms),39390 (3%),36300 (1%),1602 (37%),51 (~0%),0 (~0%),5,1,1,1,1,4,1,off,off,off,1,1,1
05min 38sec,1247859 (4.991ms),47189 (3%),55974 (2%),1602 (37%),62 (~0%),0 (~0%),5,16,1,1,1,4,1,off,off,off,1,1,1
06min 06sec,1290451 (5.162ms),60159 (5%),70711 (2%),588 (13%),257 (3%),0 (~0%),5,16,1,1,10,4,1,off,off,off,1,1,1
06min 06sec,1503427 (6.014ms),58713 (4%),69180 (2%),460 (10%),246 (3%),0 (~0%),5,16,1,1,10,2,1,off,off,off,1,1,1
05min 49sec,1107827 (4.431ms),58715 (4%),69591 (2%),460 (10%),246 (3%),0 (~0%),5,16,1,1,10,2,2,off,off,off,1,1,1
06min 15sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
07min 33sec,1882482 (7.53ms),63823 (5%),181388 (7%),526 (12%),90 (1%),0 (~0%),1,5,1,1,4,1,1,off,off,off,1,1,1
07min 16sec,1789042 (7.273ms),99808 (8%),239847 (10%),526 (12%),90 (1%),0 (~0%),1,1,1,10,4,1,1,off,off,off,1,1,1
05min 47sec,1074834 (4.593ms),45729 (3%),41295 (1%),1304 (30%),95 (1%),0 (~0%),1,1,1,1,4,5,1,off,off,off,1,1,1
06min 27sec,1707306 (6.829ms),43132 (3%),40980 (1%),830 (19%),105 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,2,1,1
06min 09sec,1230881 (4.924ms),39390 (3%),36300 (1%),1602 (37%),51 (~0%),0 (~0%),5,1,1,1,1,4,1,off,off,off,1,1,1
06min 16sec,1239401 (4.958ms),45529 (3%),45573 (1%),1602 (37%),62 (~0%),0 (~0%),5,8,1,1,1,4,1,off,off,off,1,1,1
07min 00sec,1239429 (5.297ms),45834 (3%),46201 (1%),1612 (37%),62 (~0%),0 (~0%),5,8,5,1,1,4,1,off,off,off,1,1,1
07min 27sec,1417270 (6.057ms),64032 (5%),89850 (3%),1612 (37%),63 (~0%),0 (~0%),5,8,5,5,1,4,1,off,off,off,1,1,1
07min 36sec,1278526 (5.464ms),75098 (6%),104332 (4%),1612 (37%),217 (3%),0 (~0%),5,8,5,5,8,4,1,off,off,off,1,1,1
07min 35sec,1483614 (6.34ms),73245 (6%),102736 (4%),1100 (25%),206 (3%),0 (~0%),5,8,5,5,8,2,1,off,off,off,1,1,1
07min 37sec,1088414 (4.651ms),73396 (6%),103316 (4%),1100 (25%),206 (3%),0 (~0%),5,8,5,5,8,2,2,off,off,off,1,1,1
60min 00sec,,,,,,,5,8,5,5,8,2,2,flatten,off,off,1,1,1
06min 13sec,1700479 (6.802ms),41560 (3%),37400 (1%),794 (18%),106 (1%),0 (~0%),10,1,1,1,4,1,1,off,off,off,1,1,1
07min 14sec,1789042 (7.273ms),101678 (8%),241444 (10%),526 (12%),90 (1%),0 (~0%),1,10,1,1,4,1,1,off,off,off,1,1,1
05min 41sec,1686012 (6.744ms),45005 (3%),46180 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,1,off,off,off,1,1,1
05min 27sec,1016882 (4.068ms),45299 (3%),42246 (1%),1294 (29%),92 (1%),0 (~0%),1,1,1,1,4,8,1,off,off,off,1,1,1
05min 43sec,996482 (4.258ms),41551 (3%),42847 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,10,off,off,off,1,1,1
06min 02sec,1707306 (6.829ms),43132 (3%),40980 (1%),830 (19%),105 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,2,1,1
05min 45sec,1114460 (4.458ms),46083 (3%),43047 (1%),1598 (36%),116 (1%),0 (~0%),4,1,1,1,4,4,1,off,off,off,1,1,1
06min 11sec,1293383 (5.174ms),49964 (4%),72354 (3%),782 (18%),92 (1%),0 (~0%),1,4,1,1,4,4,1,off,off,off,1,1,1
05min 23sec,1113122 (4.452ms),43108 (3%),40122 (1%),782 (18%),92 (1%),0 (~0%),1,1,4,1,4,4,1,off,off,off,1,1,1
05min 56sec,1293052 (5.172ms),48023 (4%),70581 (2%),782 (18%),92 (1%),0 (~0%),1,1,1,4,4,4,1,off,off,off,1,1,1
05min 29sec,1153352 (4.613ms),38904 (3%),35401 (1%),782 (18%),48 (~0%),0 (~0%),1,1,1,1,2,4,1,off,off,off,1,1,1
05min 24sec,520552 (2.234ms),43592 (3%),40517 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,4,off,off,off,1,1,1
22min 16sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,4,4,1,flatten,off,off,1,1,1
05min 28sec,1700479 (6.802ms),41560 (3%),37400 (1%),794 (18%),106 (1%),0 (~0%),10,1,1,1,4,1,1,off,off,off,1,1,1
06min 43sec,1789042 (7.273ms),101678 (8%),241444 (10%),526 (12%),90 (1%),0 (~0%),1,10,1,1,4,1,1,off,off,off,1,1,1
05min 04sec,1686012 (6.744ms),45005 (3%),46180 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,1,off,off,off,1,1,1
05min 03sec,1705952 (6.824ms),39336 (3%),38008 (1%),526 (12%),90 (1%),0 (~0%),1,1,2,1,4,1,1,off,off,off,1,1,1
05min 54sec,1882482 (7.53ms),61881 (5%),179602 (7%),526 (12%),90 (1%),0 (~0%),1,1,1,5,4,1,1,off,off,off,1,1,1
09min 21sec,1924906 (7.7ms),48700 (4%),81210 (3%),1038 (24%),92 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,1,4,1
08min 34sec,2106554 (9.404ms),52499 (4%),70819 (2%),1038 (24%),93 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,1,1,2
04min 51sec,1230881 (4.924ms),39390 (3%),36300 (1%),1602 (37%),51 (~0%),0 (~0%),5,1,1,1,1,4,1,off,off,off,1,1,1
05min 53sec,1413313 (5.653ms),44392 (3%),66296 (2%),782 (18%),26 (~0%),0 (~0%),1,4,1,1,1,4,1,off,off,off,1,1,1
05min 01sec,1233662 (5.272ms),36768 (3%),34119 (1%),792 (18%),26 (~0%),0 (~0%),1,1,5,1,1,4,1,off,off,off,1,1,1
05min 58sec,1409682 (5.639ms),59171 (5%),175485 (7%),782 (18%),26 (~0%),0 (~0%),1,1,1,5,1,4,1,off,off,off,1,1,1
04min 35sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
05min 10sec,837282 (3.578ms),37772 (3%),33822 (1%),782 (18%),26 (~0%),0 (~0%),1,1,1,1,1,4,2,off,off,off,1,1,1
21min 31sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
05min 12sec,1700479 (6.802ms),41560 (3%),37400 (1%),794 (18%),106 (1%),0 (~0%),10,1,1,1,4,1,1,off,off,off,1,1,1
06min 34sec,1789042 (7.273ms),101678 (8%),241444 (10%),526 (12%),90 (1%),0 (~0%),1,10,1,1,4,1,1,off,off,off,1,1,1
04min 27sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
04min 59sec,1113282 (4.453ms),39873 (3%),38783 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,4,off,off,off,1,1,1
05min 06sec,1707306 (6.829ms),43132 (3%),40980 (1%),830 (19%),105 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,2,1,1
08min 20sec,2084831 (8.339ms),50013 (4%),69008 (2%),814 (18%),92 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,1,2,1
05min 07sec,1235845 (4.943ms),40586 (3%),37121 (1%),1598 (36%),50 (~0%),0 (~0%),2,1,1,1,1,4,1,off,off,off,1,1,1
05min 50sec,2022413 (8.717ms),45641 (3%),56084 (2%),782 (18%),26 (~0%),0 (~0%),1,2,1,1,1,4,1,off,off,off,1,1,1
04min 26sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
05min 06sec,543282 (2.342ms),39026 (3%),37593 (1%),782 (18%),48 (~0%),0 (~0%),1,1,1,1,1,4,8,off,off,off,1,1,1
21min 03sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
05min 07sec,1235845 (4.943ms),40586 (3%),37121 (1%),1598 (36%),50 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,2,1,1
06min 37sec,2041831 (8.801ms),45561 (3%),64650 (2%),910 (21%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,2,1
05min 36sec,1700479 (6.802ms),41560 (3%),37400 (1%),794 (18%),106 (1%),0 (~0%),10,1,1,1,4,1,1,off,off,off,1,1,1
06min 53sec,1789042 (7.273ms),101678 (8%),241444 (10%),526 (12%),90 (1%),0 (~0%),1,10,1,1,4,1,1,off,off,off,1,1,1
05min 07sec,1705852 (6.823ms),39794 (3%),38261 (1%),526 (12%),90 (1%),0 (~0%),1,1,4,1,4,1,1,off,off,off,1,1,1
05min 52sec,2065082 (8.26ms),46017 (3%),57987 (2%),526 (12%),90 (1%),0 (~0%),1,1,1,2,4,1,1,off,off,off,1,1,1
04min 54sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
05min 09sec,1015282 (4.061ms),39766 (3%),40257 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,8,off,off,off,1,1,1
06min 52sec,1316573 (5.352ms),98983 (8%),237631 (10%),782 (18%),26 (~0%),0 (~0%),1,10,1,1,1,4,1,off,off,off,1,1,1
04min 56sec,1093282 (4.373ms),48314 (4%),48110 (2%),782 (18%),180 (2%),0 (~0%),1,1,1,1,8,4,1,off,off,off,1,1,1
05min 27sec,601282 (2.581ms),38718 (3%),35107 (1%),782 (18%),26 (~0%),0 (~0%),1,1,1,1,1,4,5,off,off,off,1,1,1
05min 28sec,1232932 (4.932ms),40592 (3%),37507 (1%),782 (18%),44 (~0%),0 (~0%),1,1,8,1,1,4,1,off,off,off,1,1,1
21min 51sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
07min 42sec,1453852 (6.49ms),46456 (3%),77457 (3%),1806 (41%),27 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,1,4
04min 59sec,1828345 (7.313ms),40486 (3%),37012 (1%),830 (19%),48 (~0%),0 (~0%),2,1,4,1,1,1,1,off,off,off,1,1,1
06min 33sec,2007845 (8.031ms),46950 (3%),59748 (2%),830 (19%),48 (~0%),0 (~0%),2,4,4,1,1,1,1,off,off,off,1,1,1
07min 33sec,2189245 (9.773ms),49591 (4%),80747 (3%),830 (19%),49 (~0%),0 (~0%),2,4,4,4,1,1,1,off,off,off,1,1,1
07min 02sec,2108376 (9.412ms),51095 (4%),82511 (3%),830 (19%),71 (1%),0 (~0%),2,4,4,4,2,1,1,off,off,off,1,1,1
06min 49sec,1713246 (7.648ms),51681 (4%),83031 (3%),1086 (25%),71 (1%),0 (~0%),2,4,4,4,2,2,1,off,off,off,1,1,1
06min 49sec,1318046 (5.884ms),51826 (4%),83483 (3%),1086 (25%),71 (1%),0 (~0%),2,4,4,4,2,2,2,off,off,off,1,1,1
21min 13sec,1226143 (4.905ms),1518281 (128%),1918417 (81%),1870 (43%),17600 (257%),0 (~0%),2,4,4,4,2,2,2,flatten,off,off,1,1,1
60min 00sec,,,,,,,2,4,4,4,2,2,2,flatten,off,off,4,1,1
05min 10sec,1235775 (4.943ms),39309 (3%),36993 (1%),830 (19%),50 (~0%),0 (~0%),2,1,1,1,1,1,4,off,off,off,1,1,1
06min 06sec,1592212 (6.369ms),43500 (3%),54813 (2%),526 (12%),24 (~0%),0 (~0%),1,2,1,1,1,1,4,off,off,off,1,1,1
05min 14sec,1233082 (4.932ms),34517 (2%),33046 (1%),526 (12%),24 (~0%),0 (~0%),1,1,2,1,1,1,4,off,off,off,1,1,1
06min 04sec,2022412 (8.717ms),41895 (3%),53594 (2%),526 (12%),25 (~0%),0 (~0%),1,1,1,2,1,1,4,off,off,off,1,1,1
04min 57sec,1254012 (5.359ms),35860 (3%),37296 (1%),546 (12%),24 (~0%),0 (~0%),1,1,1,1,5,1,4,off,off,off,1,1,1
05min 00sec,601964 (2.584ms),40950 (3%),36210 (1%),1304 (30%),29 (~0%),0 (~0%),1,1,1,1,1,5,4,off,off,off,1,1,1
11min 16sec,1065503 (4.262ms),792166 (67%),1004646 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,1,1,4,flatten,off,off,1,1,1
05min 05sec,1236859 (4.947ms),39432 (3%),37007 (1%),830 (19%),50 (~0%),0 (~0%),1,1,1,1,1,1,4,off,off,off,4,1,1
09min 54sec,1020064 (4.08ms),485623 (41%),698403 (29%),1070 (24%),4400 (64%),0 (~0%),1,1,1,1,1,1,1,off,off,flatten,1,1,1
06min 14sec,1081259 (4.621ms),52583 (4%),47854 (2%),1200 (27%),116 (1%),0 (~0%),4,1,1,1,1,20,1,off,off,off,1,1,1
07min 38sec,1260161 (5.385ms),77214 (6%),86003 (3%),256 (5%),107 (1%),128 (13%),1,4,1,1,1,20,1,off,off,off,1,1,1
07min 04sec,1079831 (4.615ms),69621 (5%),53771 (2%),256 (5%),107 (1%),128 (13%),1,1,4,1,1,20,1,off,off,off,1,1,1
07min 59sec,1256461 (5.369ms),92005 (7%),195197 (8%),256 (5%),107 (1%),128 (13%),1,1,1,5,1,20,1,off,off,off,1,1,1
06min 43sec,960131 (4.103ms),71618 (6%),54467 (2%),256 (5%),107 (1%),128 (13%),1,1,1,1,4,20,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,20,1,flatten,off,off,1,1,1
06min 11sec,1090859 (4.662ms),45478 (3%),46564 (1%),1086 (25%),108 (1%),0 (~0%),4,1,1,1,1,1,16,off,off,off,1,1,1
06min 26sec,1093857 (4.675ms),45387 (3%),46774 (1%),1086 (25%),108 (1%),0 (~0%),8,1,1,1,1,1,16,off,off,off,1,1,1
05min 53sec,1119028 (4.782ms),46057 (3%),51101 (2%),526 (12%),93 (1%),0 (~0%),1,8,1,1,1,1,16,off,off,off,1,1,1
08min 19sec,1170172 (5.001ms),102620 (8%),245707 (10%),526 (12%),82 (1%),0 (~0%),1,10,1,1,1,1,16,off,off,off,1,1,1
06min 30sec,1086862 (4.645ms),39841 (3%),43033 (1%),526 (12%),82 (1%),0 (~0%),1,1,8,1,1,1,16,off,off,off,1,1,1
06min 30sec,1090292 (4.659ms),44758 (3%),50138 (2%),526 (12%),104 (1%),0 (~0%),1,1,1,8,1,1,16,off,off,off,1,1,1
06min 06sec,947212 (4.048ms),46691 (3%),51701 (2%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,16,off,off,off,1,1,1
05min 59sec,398412 (1.703ms),46368 (3%),46080 (1%),1294 (29%),84 (1%),0 (~0%),1,1,1,1,1,8,16,off,off,off,1,1,1
10min 11sec,393057 (1.687ms),52954 (4%),50327 (2%),1200 (27%),116 (1%),0 (~0%),8,1,1,1,1,20,8,off,off,off,1,1,1
10min 03sec,386809 (1.66ms),50960 (4%),46455 (1%),1164 (26%),117 (1%),0 (~0%),10,1,1,1,1,20,8,off,off,off,1,1,1
11min 14sec,569361 (2.444ms),77560 (6%),88268 (3%),256 (5%),107 (1%),128 (13%),1,4,1,1,1,20,8,off,off,off,1,1,1
10min 53sec,391621 (1.674ms),78062 (6%),67548 (2%),256 (5%),151 (2%),128 (13%),1,8,1,1,1,20,8,off,off,off,1,1,1
10min 24sec,389031 (1.67ms),70087 (5%),56036 (2%),256 (5%),107 (1%),128 (13%),1,1,4,1,1,20,8,off,off,off,1,1,1
11min 08sec,398431 (1.703ms),77424 (6%),76031 (3%),256 (5%),151 (2%),128 (13%),1,1,1,16,1,20,8,off,off,off,1,1,1
10min 21sec,269331 (1.156ms),72054 (6%),56732 (2%),256 (5%),107 (1%),128 (13%),1,1,1,1,4,20,8,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,20,8,off,flatten,off,1,1,1
10min 11sec,948257 (4.052ms),56493 (4%),61333 (2%),1086 (25%),262 (3%),0 (~0%),8,1,1,1,8,1,16,off,off,off,1,1,1
11min 19sec,1030172 (4.402ms),109538 (9%),255521 (10%),526 (12%),178 (2%),0 (~0%),1,10,1,1,8,1,16,off,off,off,1,1,1
09min 45sec,951412 (4.066ms),50258 (4%),63028 (2%),504 (11%),210 (3%),0 (~0%),1,1,10,1,8,1,16,off,off,off,1,1,1
09min 41sec,952910 (4.072ms),57633 (4%),74946 (3%),526 (12%),258 (3%),0 (~0%),1,1,1,16,8,1,16,off,off,off,1,1,1
04min 52sec,940141 (4.018ms),92936 (7%),103556 (4%),882 (20%),576 (8%),0 (~0%),1,1,1,1,20,1,16,off,off,off,1,1,1
09min 26sec,237761 (1.02ms),61327 (5%),59907 (2%),248 (5%),187 (2%),64 (6%),1,1,1,1,8,10,16,off,off,off,1,1,1
10min 12sec,930012 (3.974ms),63144 (5%),58856 (2%),782 (18%),178 (2%),0 (~0%),1,1,1,1,8,1,25,off,off,off,1,1,1
16min 45sec,919503 (3.929ms),791996 (66%),1008917 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,8,1,16,flatten,off,off,1,1,1
08min 03sec,270518 (1.161ms),59187 (5%),55419 (2%),1248 (28%),182 (2%),0 (~0%),16,1,1,1,4,20,8,off,off,off,1,1,1
08min 26sec,273989 (1.171ms),85230 (7%),82396 (3%),256 (5%),195 (2%),128 (13%),1,16,1,1,4,20,8,off,off,off,1,1,1
08min 20sec,268956 (1.154ms),81803 (6%),65366 (2%),256 (5%),131 (1%),128 (13%),1,1,16,1,4,20,8,off,off,off,1,1,1
08min 28sec,278501 (1.19ms),80062 (6%),77300 (3%),256 (5%),151 (2%),128 (13%),1,1,1,16,4,20,8,off,off,off,1,1,1
09min 48sec,239261 (1.027ms),134070 (11%),102925 (4%),1280 (29%),371 (5%),0 (~0%),1,1,1,1,16,20,8,off,off,off,1,1,1
11min 05sec,261633 (1.123ms),113090 (9%),62095 (2%),270 (6%),137 (2%),128 (13%),1,1,1,1,4,25,8,off,off,off,1,1,1
08min 13sec,221331 (0.954ms),74923 (6%),60068 (2%),256 (5%),107 (1%),128 (13%),1,1,1,1,4,20,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,4,20,8,flatten,off,off,1,1,1
07min 52sec,237857 (1.021ms),60119 (5%),63412 (2%),808 (18%),262 (3%),80 (8%),8,1,1,1,8,10,16,off,off,off,1,1,1
07min 34sec,241577 (1.032ms),70074 (5%),71993 (3%),248 (5%),231 (3%),64 (6%),1,8,1,1,8,10,16,off,off,off,1,1,1
07min 33sec,237411 (1.019ms),61319 (5%),61181 (2%),248 (5%),187 (2%),64 (6%),1,1,8,1,8,10,16,off,off,off,1,1,1
08min 19sec,414561 (1.779ms),84273 (7%),201898 (8%),248 (5%),187 (2%),64 (6%),1,1,1,5,8,10,16,off,off,off,1,1,1
08min 06sec,227761 (0.978ms),92726 (7%),87372 (3%),248 (5%),363 (5%),128 (13%),1,1,1,1,16,10,16,off,off,off,1,1,1
07min 01sec,258412 (1.104ms),53275 (4%),56094 (2%),1294 (29%),180 (2%),0 (~0%),1,1,1,1,8,8,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,10,16,flatten,off,off,1,1,1
10min 28sec,220727 (0.951ms),60433 (5%),59579 (2%),1456 (33%),182 (2%),0 (~0%),8,1,1,1,4,20,16,off,off,off,1,1,1
10min 22sec,222918 (0.961ms),60859 (5%),58689 (2%),1504 (34%),182 (2%),0 (~0%),16,1,1,1,4,20,16,off,off,off,1,1,1
10min 23sec,223691 (0.956ms),86816 (7%),75729 (3%),256 (5%),195 (2%),128 (13%),1,8,1,1,4,20,16,off,off,off,1,1,1
11min 57sec,304691 (1.313ms),137191 (11%),264077 (11%),256 (5%),107 (1%),128 (13%),1,10,1,1,4,20,16,off,off,off,1,1,1
10min 29sec,226661 (0.969ms),86027 (7%),83839 (3%),256 (5%),187 (2%),128 (13%),1,1,1,16,4,20,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,4,20,16,off,flatten,off,1,1,1
13min 28sec,263082 (1.174ms),66334 (5%),68527 (2%),1664 (38%),173 (2%),0 (~0%),1,1,1,1,4,20,16,off,off,off,1,1,8
60min 00sec,,,,,,,2,1,1,1,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,4,1,1,1,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,4,1,1,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,5,1,1,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,2,1,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,2,8,10,16,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,10,16,flatten,off,off,1,1,1
58min 44sec,228303 (0.976ms),1042594 (88%),1171785 (49%),3470 (80%),8800 (128%),0 (~0%),1,1,1,1,8,8,16,flatten,off,off,1,1,1
13min 56sec,199390 (0.859ms),153920 (13%),260665 (11%),852 (19%),356 (5%),0 (~0%),1,1,1,1,10,20,16,off,off,off,1,1,1
09min 29sec,219661 (0.947ms),145618 (12%),104137 (4%),1280 (29%),371 (5%),0 (~0%),1,1,1,1,16,20,10,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,16,20,16,flatten,off,off,1,1,1
07min 18sec,213279 (0.919ms),58438 (4%),55705 (2%),1420 (32%),183 (2%),0 (~0%),10,1,1,1,4,20,16,off,off,off,1,1,1
06min 56sec,797510 (3.438ms),76412 (6%),105787 (4%),1456 (33%),178 (2%),0 (~0%),8,5,1,1,4,20,16,off,off,off,1,1,1
07min 13sec,220377 (0.95ms),60441 (5%),60853 (2%),1456 (33%),182 (2%),0 (~0%),8,1,8,1,4,20,16,off,off,off,1,1,1
08min 12sec,398968 (1.72ms),78315 (6%),103164 (4%),1456 (33%),183 (2%),0 (~0%),8,1,1,5,4,20,16,off,off,off,1,1,1
07min 09sec,199857 (0.861ms),65739 (5%),68156 (2%),1456 (33%),270 (3%),0 (~0%),8,1,1,1,8,20,16,off,off,off,1,1,1
06min 52sec,212727 (0.917ms),65200 (5%),64556 (2%),1630 (37%),204 (2%),0 (~0%),8,1,1,1,4,25,16,off,off,off,1,1,1
07min 19sec,406394 (1.752ms),53727 (4%),55039 (2%),602 (13%),181 (2%),40 (4%),8,1,1,1,4,20,10,off,off,off,1,1,1
07min 42sec,1351823 (5.777ms),70291 (5%),68385 (2%),1150 (26%),288 (4%),0 (~0%),8,1,1,1,8,1,25,off,off,off,1,1,1
07min 30sec,961428 (4.109ms),69178 (5%),68159 (2%),782 (18%),189 (2%),0 (~0%),1,8,1,1,8,1,25,off,off,off,1,1,1
08min 03sec,929637 (3.973ms),64448 (5%),62230 (2%),782 (18%),178 (2%),0 (~0%),1,1,16,1,8,1,25,off,off,off,1,1,1
08min 34sec,934702 (3.994ms),75765 (6%),84136 (3%),782 (18%),288 (4%),0 (~0%),1,1,1,16,8,1,25,off,off,off,1,1,1
16min 45sec,192411 (0.829ms),131185 (11%),77103 (3%),270 (6%),180 (2%),128 (13%),1,1,1,1,8,16,25,off,off,off,1,1,1
07min 23sec,976412 (4.173ms),47561 (4%),51595 (2%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,10,off,off,off,1,1,1
17min 04sec,880064 (3.52ms),486509 (41%),703371 (29%),1070 (24%),4400 (64%),0 (~0%),1,1,1,1,8,1,25,off,off,flatten,1,1,1
08min 49sec,379146 (1.634ms),64669 (5%),67063 (2%),822 (19%),312 (4%),40 (4%),16,1,1,1,10,20,16,off,off,off,1,1,1
19min 49sec,288350 (1.243ms),216610 (18%),464763 (19%),852 (19%),357 (5%),0 (~0%),1,10,1,1,10,20,16,off,off,off,1,1,1
17min 49sec,199580 (0.86ms),156695 (13%),270717 (11%),830 (19%),372 (5%),0 (~0%),1,1,10,1,10,20,16,off,off,off,1,1,1
17min 24sec,202246 (0.864ms),163643 (13%),274177 (11%),852 (19%),436 (6%),0 (~0%),1,1,1,8,10,20,16,off,off,off,1,1,1
09min 25sec,209341 (0.898ms),108147 (9%),118922 (5%),226 (5%),356 (5%),80 (8%),1,1,1,1,10,16,16,off,off,off,1,1,1
15min 45sec,247390 (1.062ms),138624 (11%),134171 (5%),852 (19%),348 (5%),0 (~0%),1,1,1,1,10,20,8,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,20,16,off,flatten,off,1,1,1
15min 22sec,875900 (3.504ms),442529 (37%),530478 (22%),1338 (30%),4582 (66%),0 (~0%),10,1,1,1,8,1,25,off,off,flatten,1,1,1
18min 37sec,912279 (3.649ms),474528 (40%),559073 (23%),1070 (24%),4411 (64%),0 (~0%),1,8,1,1,8,1,25,off,off,flatten,1,1,1
