compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
11min 29sec,489948 (2.103ms),296558 (25%),235272 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,8,100,flatten,off,flatten,off,1,1,1
12min 45sec,23747 (0.095ms),541520 (45%),403172 (17%),122 (2%),1591 (23%),0 (~0%),4,1,1,1,4,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,2,1,1,4,100,flatten,off,off,off,1,1,1
13min 34sec,268338 (1.152ms),320510 (27%),245240 (10%),322 (7%),697 (10%),0 (~0%),1,1,4,1,4,100,flatten,off,off,off,1,1,1
12min 24sec,23668 (0.095ms),306755 (25%),222011 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,2,4,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,5,100,flatten,off,off,off,1,1,1
12min 42sec,606148 (2.601ms),293664 (24%),289954 (12%),122 (2%),340 (4%),0 (~0%),1,1,1,1,4,25,flatten,off,off,off,1,1,1
12min 28sec,23668 (0.095ms),306755 (25%),222011 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,1,4,100,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,10,1,1,1,8,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,10,1,1,8,100,flatten,off,off,off,1,1,1
13min 18sec,267338 (1.147ms),313246 (26%),245945 (10%),322 (7%),697 (10%),0 (~0%),1,1,10,1,8,100,flatten,off,off,off,1,1,1
11min 44sec,22668 (0.091ms),299443 (25%),222712 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,5,8,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,100,flatten,off,off,off,1,1,1
11min 58sec,637148 (2.735ms),285984 (24%),288362 (12%),122 (2%),332 (4%),0 (~0%),1,1,1,1,8,20,flatten,off,off,off,1,1,1
05min 08sec,3541441 (14.166ms),15162 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,1,1
05min 08sec,3525201 (14.101ms),17812 (1%),13705 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,1,1
05min 09sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
05min 21sec,3626913 (14.508ms),25459 (2%),43292 (1%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,2,1,1
05min 11sec,3709519 (14.838ms),24019 (2%),22085 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,2,1
06min 50sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
06min 50sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
06min 17sec,3525201 (14.101ms),17943 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,4,1,1,off,off,off,off,1,1,1
06min 16sec,3521921 (14.088ms),15303 (1%),12682 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,2,1,1,off,off,off,off,1,1,1
06min 17sec,3519201 (14.077ms),20727 (1%),15646 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,4,4,1,off,off,off,off,1,1,1
06min 37sec,1075340 (4.615ms),43610 (3%),65356 (2%),202 (4%),38 (~0%),0 (~0%),1,1,1,4,4,5,off,off,off,off,1,1,1
15min 43sec,3492548 (13.97ms),287311 (24%),278840 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,4,1,flatten,off,off,off,1,1,1
06min 50sec,3556193 (14.225ms),26061 (2%),57806 (2%),218 (5%),23 (~0%),0 (~0%),1,1,1,4,4,1,off,off,off,off,4,1,1
06min 44sec,3709489 (14.838ms),24036 (2%),22091 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,4,1
04min 33sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
05min 21sec,3673588 (14.694ms),71706 (6%),47387 (2%),270 (6%),45 (~0%),0 (~0%),1,10,1,4,1,1,off,off,off,off,1,1,1
04min 32sec,3525201 (14.101ms),17945 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,8,4,1,1,off,off,off,off,1,1,1
04min 41sec,3526481 (15.07ms),29727 (2%),20308 (~0%),250 (5%),20 (~0%),0 (~0%),1,1,1,10,1,1,off,off,off,off,1,1,1
04min 31sec,3521201 (14.085ms),19505 (1%),14544 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,1,4,2,1,off,off,off,off,1,1,1
04min 32sec,1195681 (5.11ms),21012 (1%),15745 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,4,1,4,off,off,off,off,1,1,1
12min 56sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,1,flatten,off,off,off,1,1,1
05min 03sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
04min 30sec,1217641 (4.871ms),25605 (2%),19820 (~0%),186 (4%),35 (~0%),0 (~0%),1,1,1,1,8,4,off,off,off,off,1,1,1
12min 31sec,3491548 (13.966ms),280035 (23%),279541 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,8,1,flatten,off,off,off,1,1,1
05min 03sec,3619913 (14.48ms),30272 (2%),47762 (2%),186 (4%),35 (~0%),0 (~0%),1,1,1,1,8,1,off,off,off,off,2,1,1
05min 08sec,3723135 (14.893ms),53315 (4%),65535 (2%),260 (6%),31 (~0%),0 (~0%),4,5,1,4,1,1,off,off,off,off,1,1,1
05min 08sec,3723493 (14.894ms),48234 (4%),62702 (2%),258 (5%),26 (~0%),0 (~0%),4,4,1,4,1,1,off,off,off,off,1,1,1
05min 10sec,3723493 (14.894ms),48497 (4%),62769 (2%),258 (5%),26 (~0%),0 (~0%),4,4,4,4,1,1,off,off,off,off,1,1,1
06min 39sec,3660599 (14.642ms),428188 (36%),320176 (13%),194 (4%),1208 (17%),0 (~0%),4,4,4,4,1,1,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,4,4,4,4,1,1,flatten,flatten,off,off,1,1,1
09min 13sec,3493363 (15.058ms),535336 (45%),420994 (17%),122 (2%),1403 (20%),0 (~0%),4,4,4,4,1,1,flatten,flatten,off,off,4,1,1
60min 00sec,,,,,,,4,4,4,4,1,1,flatten,flatten,off,off,4,4,1
60min 00sec,,,,,,,4,4,4,4,1,1,flatten,flatten,off,off,4,4,4
04min 25sec,3591053 (14.364ms),22527 (1%),44846 (1%),154 (3%),14 (~0%),0 (~0%),4,1,4,1,1,1,off,off,off,off,1,1,1
04min 26sec,3703628 (14.815ms),38839 (3%),29552 (1%),226 (5%),23 (~0%),0 (~0%),1,4,4,1,1,1,off,off,off,off,1,1,1
03min 59sec,3541441 (14.166ms),15161 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,2,1,1,1,off,off,off,off,1,1,1
03min 58sec,3521921 (14.088ms),15434 (1%),12726 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,2,1,1,off,off,off,off,1,1,1
03min 52sec,3535441 (14.142ms),17693 (1%),14535 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,4,1,4,1,off,off,off,off,1,1,1
03min 59sec,1224641 (4.899ms),20924 (1%),15394 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,4,1,1,4,off,off,off,off,1,1,1
04min 31sec,3591153 (14.365ms),22045 (1%),55389 (2%),186 (4%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,4,1,1
06min 31sec,3583152 (14.333ms),87752 (7%),105651 (4%),282 (6%),251 (3%),0 (~0%),4,1,1,1,1,1,off,flatten,off,off,1,1,1
07min 27sec,3567324 (14.269ms),415457 (35%),336185 (14%),122 (2%),1226 (17%),0 (~0%),1,5,1,1,1,1,off,flatten,off,off,1,1,1
05min 15sec,3534225 (14.137ms),85521 (7%),83688 (3%),282 (6%),251 (3%),0 (~0%),1,1,4,1,1,1,off,flatten,off,off,1,1,1
06min 28sec,3517985 (14.072ms),117128 (9%),99988 (4%),122 (2%),251 (3%),0 (~0%),1,1,1,4,1,1,off,flatten,off,off,1,1,1
05min 07sec,3534225 (14.137ms),85390 (7%),83644 (3%),282 (6%),251 (3%),0 (~0%),1,1,1,1,4,1,off,flatten,off,off,1,1,1
07min 25sec,1217425 (4.87ms),156534 (13%),121239 (5%),122 (2%),251 (3%),0 (~0%),1,1,1,1,1,4,off,flatten,off,off,1,1,1
08min 35sec,3703711 (14.815ms),200190 (16%),526276 (22%),218 (5%),251 (3%),0 (~0%),1,1,1,1,1,1,off,flatten,off,off,1,4,1
06min 07sec,1245293 (5.322ms),28281 (2%),47997 (2%),186 (4%),14 (~0%),0 (~0%),4,1,1,4,1,4,off,off,off,off,1,1,1
06min 36sec,1363188 (5.826ms),73738 (6%),48370 (2%),302 (6%),45 (~0%),0 (~0%),1,10,1,4,1,4,off,off,off,off,1,1,1
04min 54sec,1195681 (5.11ms),21143 (1%),15789 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,4,4,1,4,off,off,off,off,1,1,1
05min 00sec,1189681 (5.084ms),23730 (2%),17686 (~0%),186 (4%),23 (~0%),0 (~0%),1,1,1,4,4,4,off,off,off,off,1,1,1
05min 23sec,787023 (3.392ms),48230 (4%),40900 (1%),282 (6%),28 (~0%),0 (~0%),1,1,1,4,1,10,off,off,off,off,1,1,1
13min 55sec,1181748 (4.727ms),284570 (24%),279628 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,4,flatten,off,off,off,1,1,1
07min 06sec,1188465 (5.079ms),156527 (13%),121624 (5%),122 (2%),251 (3%),0 (~0%),1,1,1,4,1,4,off,flatten,off,off,1,1,1
06min 17sec,1245393 (5.322ms),28868 (2%),58602 (2%),250 (5%),14 (~0%),0 (~0%),1,1,1,4,1,4,off,off,off,off,4,1,1
04min 42sec,3561433 (14.246ms),41801 (3%),156915 (6%),154 (3%),14 (~0%),0 (~0%),5,1,1,4,1,1,off,off,off,off,1,1,1
04min 50sec,3542745 (14.343ms),79709 (6%),216969 (9%),154 (3%),14 (~0%),0 (~0%),10,1,1,4,1,1,off,off,off,off,1,1,1
04min 09sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 02sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
03min 40sec,3525201 (14.101ms),17942 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,2,4,1,1,off,off,off,off,1,1,1
03min 39sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 06sec,3562093 (14.248ms),25258 (2%),46000 (1%),154 (3%),14 (~0%),0 (~0%),4,1,4,4,1,1,off,off,off,off,1,1,1
05min 09sec,3723135 (14.893ms),53578 (4%),65602 (2%),260 (6%),31 (~0%),0 (~0%),4,5,4,4,1,1,off,off,off,off,1,1,1
05min 12sec,3723135 (14.893ms),53517 (4%),65610 (2%),260 (6%),31 (~0%),0 (~0%),4,5,2,4,1,1,off,off,off,off,1,1,1
05min 12sec,3721615 (15.904ms),53956 (4%),65734 (2%),276 (6%),31 (~0%),0 (~0%),4,5,2,5,1,1,off,off,off,off,1,1,1
05min 33sec,3721615 (15.904ms),66772 (5%),76663 (3%),266 (6%),76 (1%),0 (~0%),4,5,2,5,4,1,off,off,off,off,1,1,1
05min 33sec,2166415 (9.258ms),67603 (5%),77061 (3%),266 (6%),76 (1%),0 (~0%),4,5,2,5,4,2,off,off,off,off,1,1,1
07min 26sec,2117980 (8.472ms),447270 (37%),334339 (14%),186 (4%),1258 (18%),0 (~0%),4,5,2,5,4,2,flatten,off,off,off,1,1,1
07min 26sec,2165943 (8.664ms),446911 (37%),334257 (14%),186 (4%),1258 (18%),0 (~0%),4,5,2,5,4,2,flatten,off,off,off,1,1,4
05min 55sec,3752453 (15.01ms),67193 (5%),81613 (3%),218 (5%),107 (1%),0 (~0%),4,4,1,1,8,1,off,off,off,off,1,1,1
05min 36sec,3702548 (14.81ms),118953 (10%),93642 (3%),218 (5%),252 (3%),0 (~0%),1,10,1,1,8,1,off,off,off,off,1,1,1
05min 12sec,3703628 (14.815ms),58525 (4%),48410 (2%),218 (5%),107 (1%),0 (~0%),1,4,4,1,8,1,off,off,off,off,1,1,1
05min 15sec,3674668 (14.699ms),60413 (5%),49320 (2%),250 (5%),110 (1%),0 (~0%),1,4,1,4,8,1,off,off,off,off,1,1,1
05min 08sec,3703601 (14.814ms),48003 (4%),37697 (1%),218 (5%),59 (~0%),0 (~0%),1,4,1,1,4,1,off,off,off,off,1,1,1
05min 19sec,1393228 (5.573ms),60981 (5%),49847 (2%),250 (5%),110 (1%),0 (~0%),1,4,1,1,8,4,off,off,off,off,1,1,1
06min 52sec,3660659 (14.643ms),213215 (18%),157809 (6%),186 (4%),401 (5%),0 (~0%),1,4,1,1,8,1,flatten,off,off,off,1,1,1
05min 51sec,3752353 (15.009ms),65631 (5%),91499 (3%),218 (5%),107 (1%),0 (~0%),1,4,1,1,8,1,off,off,off,off,4,1,1
05min 12sec,1281073 (5.475ms),29092 (2%),37279 (1%),186 (4%),14 (~0%),0 (~0%),2,1,1,4,1,4,off,off,off,off,1,1,1
05min 12sec,1364268 (5.83ms),42759 (3%),31445 (1%),290 (6%),26 (~0%),0 (~0%),1,4,1,4,1,4,off,off,off,off,1,1,1
04min 46sec,1195681 (5.11ms),21142 (1%),15789 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,2,4,1,4,off,off,off,off,1,1,1
04min 41sec,1191681 (5.093ms),21873 (1%),16712 (~0%),186 (4%),17 (~0%),0 (~0%),1,1,1,4,2,4,off,off,off,off,1,1,1
04min 46sec,1200561 (5.153ms),22563 (1%),15910 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,4,off,off,off,off,1,1,1
05min 01sec,1370129 (5.855ms),28220 (2%),24051 (1%),282 (6%),17 (~0%),0 (~0%),1,1,1,4,1,4,off,off,off,off,1,4,1
05min 42sec,1696029 (7.248ms),36046 (3%),45789 (1%),314 (7%),14 (~0%),0 (~0%),1,1,1,4,1,4,off,off,off,off,1,1,2
04min 02sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 53sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
04min 27sec,3591153 (14.365ms),21914 (1%),55345 (2%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,4,1,1
04min 21sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
06min 02sec,3673388 (14.694ms),124086 (10%),75576 (3%),290 (6%),74 (1%),0 (~0%),1,20,1,4,1,1,off,off,off,off,1,1,1
03min 59sec,3525281 (14.101ms),17973 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,10,4,1,1,off,off,off,off,1,1,1
04min 50sec,3525229 (15.065ms),20091 (1%),15187 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,5,1,off,off,off,off,1,1,1
04min 03sec,1081340 (4.641ms),40817 (3%),63415 (2%),202 (4%),29 (~0%),0 (~0%),1,1,1,4,1,5,off,off,off,off,1,1,1
12min 43sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,1,flatten,off,off,off,1,1,1
04min 35sec,3597953 (14.392ms),26895 (2%),43812 (1%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,2,1,1
05min 38sec,3677215 (14.709ms),51858 (4%),41797 (1%),260 (6%),34 (~0%),0 (~0%),8,5,1,4,1,1,off,off,off,off,1,1,1
04min 58sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
05min 31sec,3674310 (14.697ms),46058 (3%),33362 (1%),260 (6%),31 (~0%),0 (~0%),1,5,4,4,1,1,off,off,off,off,1,1,1
05min 29sec,3685510 (15.75ms),46201 (3%),33430 (1%),276 (6%),31 (~0%),0 (~0%),1,5,1,5,1,1,off,off,off,off,1,1,1
05min 35sec,3674310 (14.697ms),57572 (4%),43575 (1%),250 (5%),76 (1%),0 (~0%),1,5,1,4,4,1,off,off,off,off,1,1,1
05min 33sec,1363910 (5.829ms),47826 (4%),34278 (1%),292 (6%),31 (~0%),0 (~0%),1,5,1,4,1,4,off,off,off,off,1,1,1
08min 05sec,1594790 (7.383ms),2328703 (196%),166683 (7%),196 (4%),152 (2%),0 (~0%),1,5,1,4,1,1,off,off,flatten,off,1,1,1
05min 49sec,3723035 (14.892ms),51753 (4%),75421 (3%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,4,1,1
04min 54sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
05min 02sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
05min 29sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 55sec,3525201 (14.101ms),17942 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,2,4,1,1,off,off,off,off,1,1,1
04min 56sec,1195681 (5.11ms),21012 (1%),15745 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,4,1,4,off,off,off,off,1,1,1
05min 34sec,3597953 (14.392ms),26895 (2%),43812 (1%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,2,1,1
04min 27sec,3518835 (14.075ms),26269 (2%),32928 (1%),154 (3%),20 (~0%),0 (~0%),16,1,1,4,1,1,off,off,off,off,1,1,1
06min 19sec,3673388 (14.694ms),124086 (10%),75576 (3%),290 (6%),74 (1%),0 (~0%),1,20,1,4,1,1,off,off,off,off,1,1,1
04min 20sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 27sec,3595077 (14.38ms),48270 (4%),41818 (1%),162 (3%),162 (2%),0 (~0%),1,1,1,4,10,1,off,off,off,off,1,1,1
04min 28sec,1081340 (4.641ms),40817 (3%),63415 (2%),202 (4%),29 (~0%),0 (~0%),1,1,1,4,1,5,off,off,off,off,1,1,1
05min 06sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
05min 05sec,3597873 (14.391ms),26069 (2%),35282 (1%),154 (3%),14 (~0%),0 (~0%),2,1,4,4,1,1,off,off,off,off,1,1,1
05min 09sec,3561433 (14.246ms),41932 (3%),156957 (6%),154 (3%),14 (~0%),0 (~0%),5,1,4,4,1,1,off,off,off,off,1,1,1
04min 43sec,3676628 (14.707ms),30584 (2%),24896 (1%),254 (5%),20 (~0%),0 (~0%),1,2,4,4,1,1,off,off,off,off,1,1,1
05min 06sec,3674668 (14.699ms),40990 (3%),30529 (1%),258 (5%),26 (~0%),0 (~0%),1,4,4,4,1,1,off,off,off,off,1,1,1
04min 12sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 13sec,3519201 (14.077ms),20858 (1%),15690 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,4,4,4,1,off,off,off,off,1,1,1
05min 05sec,3562193 (14.249ms),23661 (2%),55909 (2%),218 (5%),14 (~0%),0 (~0%),1,1,4,4,1,1,off,off,off,off,4,1,1
07min 56sec,3758915 (15.036ms),53886 (4%),54816 (2%),260 (6%),31 (~0%),0 (~0%),2,5,1,4,1,1,off,off,off,off,1,1,1
07min 23sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
06min 37sec,4188872 (16.755ms),28206 (2%),19506 (~0%),226 (5%),29 (~0%),4 (~0%),1,5,5,4,1,1,off,off,off,off,1,1,1
07min 16sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
06min 59sec,4188690 (16.755ms),46335 (3%),32219 (1%),186 (4%),44 (~0%),4 (~0%),1,5,1,4,5,1,off,off,off,off,1,1,1
07min 36sec,2119110 (8.476ms),46631 (3%),33672 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,2,off,off,off,off,1,1,1
07min 00sec,3678415 (14.714ms),34334 (2%),28988 (1%),260 (6%),30 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,2,1
07min 26sec,1124952 (4.828ms),50856 (4%),97605 (4%),202 (4%),38 (~0%),0 (~0%),4,1,1,4,4,5,off,off,off,off,1,1,1
07min 33sec,1242641 (5.333ms),52716 (4%),39941 (1%),298 (6%),62 (~0%),0 (~0%),1,4,1,4,4,5,off,off,off,off,1,1,1
06min 43sec,1075340 (4.615ms),43741 (3%),65400 (2%),202 (4%),38 (~0%),0 (~0%),1,1,4,4,4,5,off,off,off,off,1,1,1
06min 35sec,1066700 (4.598ms),39383 (3%),37144 (1%),202 (4%),38 (~0%),0 (~0%),1,1,1,5,4,5,off,off,off,off,1,1,1
12min 21sec,1074974 (4.614ms),43876 (3%),49330 (2%),202 (4%),29 (~0%),0 (~0%),1,1,1,4,5,5,off,off,off,off,1,1,1
06min 59sec,781023 (3.366ms),50251 (4%),41927 (1%),282 (6%),31 (~0%),0 (~0%),1,1,1,4,4,10,off,off,off,off,1,1,1
07min 34sec,1117932 (4.798ms),47027 (3%),79867 (3%),266 (6%),38 (~0%),0 (~0%),1,1,1,4,4,5,off,off,off,off,4,1,1
04min 48sec,3563373 (15.228ms),36977 (3%),52559 (2%),250 (5%),20 (~0%),0 (~0%),4,1,1,10,1,1,off,off,off,off,1,1,1
04min 55sec,3681188 (15.732ms),75425 (6%),49271 (2%),366 (8%),51 (~0%),0 (~0%),1,10,1,10,1,1,off,off,off,off,1,1,1
04min 17sec,3526481 (15.07ms),29858 (2%),20352 (~0%),250 (5%),20 (~0%),0 (~0%),1,1,4,10,1,1,off,off,off,off,1,1,1
04min 05sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 21sec,3520481 (15.045ms),30394 (2%),22231 (~0%),250 (5%),23 (~0%),0 (~0%),1,1,1,10,4,1,off,off,off,off,1,1,1
13min 00sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,10,1,1,flatten,off,off,off,1,1,1
16min 24sec,3519265 (15.04ms),246118 (20%),170677 (7%),122 (2%),251 (3%),0 (~0%),1,1,1,10,1,1,off,flatten,off,off,1,1,1
04min 36sec,3557073 (15.201ms),27542 (2%),57748 (2%),314 (7%),20 (~0%),0 (~0%),1,1,1,10,1,1,off,off,off,off,4,1,1
04min 31sec,1267253 (5.069ms),32927 (2%),52079 (2%),186 (4%),35 (~0%),0 (~0%),4,1,1,1,8,4,off,off,off,off,1,1,1
04min 45sec,1392870 (5.571ms),71076 (6%),57409 (2%),250 (5%),136 (1%),0 (~0%),1,5,1,1,8,4,off,off,off,off,1,1,1
04min 03sec,1217641 (4.871ms),25736 (2%),19864 (~0%),186 (4%),35 (~0%),0 (~0%),1,1,4,1,8,4,off,off,off,off,1,1,1
04min 00sec,1188681 (5.08ms),25824 (2%),20215 (~0%),186 (4%),35 (~0%),0 (~0%),1,1,1,4,8,4,off,off,off,off,1,1,1
04min 19sec,1307237 (5.229ms),52648 (4%),45147 (1%),202 (4%),162 (2%),0 (~0%),1,1,1,1,10,4,off,off,off,off,1,1,1
12min 16sec,1174748 (4.699ms),284515 (24%),280899 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,8,4,flatten,off,off,off,1,1,1
05min 53sec,1217425 (4.87ms),156534 (13%),121239 (5%),122 (2%),251 (3%),0 (~0%),1,1,1,1,8,4,off,flatten,off,off,1,1,1
04min 45sec,1303113 (5.212ms),35643 (3%),50563 (2%),218 (5%),35 (~0%),0 (~0%),1,1,1,1,8,4,off,off,off,off,2,1,1
04min 56sec,3752453 (15.01ms),45962 (3%),61725 (2%),226 (5%),23 (~0%),0 (~0%),4,4,1,1,1,1,off,off,off,off,1,1,1
04min 20sec,3591133 (14.365ms),22574 (1%),44852 (1%),154 (3%),14 (~0%),0 (~0%),4,1,5,1,1,1,off,off,off,off,1,1,1
04min 14sec,3571533 (14.286ms),22635 (1%),44934 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,2,1,1,off,off,off,off,1,1,1
04min 22sec,3585053 (14.34ms),24927 (2%),46743 (1%),154 (3%),23 (~0%),0 (~0%),4,1,1,1,4,1,off,off,off,off,1,1,1
04min 26sec,1274253 (5.097ms),28115 (2%),47599 (2%),186 (4%),14 (~0%),0 (~0%),4,1,1,1,1,4,off,off,off,off,1,1,1
04min 34sec,3591273 (14.365ms),23434 (1%),45426 (1%),186 (4%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,2,1,1
03min 57sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 44sec,3677573 (14.71ms),46789 (3%),38964 (1%),258 (5%),29 (~0%),0 (~0%),8,4,1,4,1,1,off,off,off,off,1,1,1
04min 02sec,4192018 (16.768ms),33404 (2%),27846 (1%),218 (5%),30 (~0%),4 (~0%),8,4,5,4,1,1,off,off,off,off,1,1,1
04min 30sec,4192207 (16.769ms),71115 (6%),56580 (2%),186 (4%),114 (1%),4 (~0%),8,4,5,4,8,1,off,off,off,off,1,1,1
04min 30sec,4186063 (17.889ms),73080 (6%),58544 (2%),226 (5%),121 (1%),0 (~0%),8,4,5,10,8,1,off,off,off,off,1,1,1
05min 50sec,3597873 (14.391ms),25938 (2%),35238 (1%),154 (3%),14 (~0%),0 (~0%),2,1,1,4,1,1,off,off,off,off,1,1,1
05min 58sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
06min 21sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
06min 29sec,3673588 (14.694ms),71706 (6%),47387 (2%),270 (6%),45 (~0%),0 (~0%),1,10,1,4,1,1,off,off,off,off,1,1,1
