compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__PIPE__L1,__TILE__L0,__TILE__L1
03min 44sec,1569753 (6.279ms),7622 (~0%),6573 (~0%),70 (1%),11 (~0%),2 (~0%),10,5,1,off,off,1,1
03min 48sec,499352 (2.134ms),10647 (~0%),8969 (~0%),86 (1%),14 (~0%),4 (~0%),1,5,5,off,off,1,1
06min 22sec,33032 (0.132ms),365705 (30%),424832 (17%),46 (1%),3285 (48%),0 (~0%),1,5,1,off,flatten,1,1
03min 59sec,553648 (2.215ms),12921 (1%),9204 (~0%),124 (2%),14 (~0%),0 (~0%),2,1,4,off,off,1,1
03min 58sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
03min 58sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
03min 41sec,561762 (2.247ms),16973 (1%),10817 (~0%),108 (2%),14 (~0%),0 (~0%),5,4,4,off,off,1,1
03min 25sec,571352 (2.285ms),10331 (~0%),10260 (~0%),76 (1%),14 (~0%),2 (~0%),5,5,4,off,off,1,1
03min 31sec,561161 (2.245ms),11776 (~0%),9890 (~0%),108 (2%),14 (~0%),0 (~0%),5,8,4,off,off,1,1
03min 41sec,563332 (2.253ms),11923 (1%),9918 (~0%),108 (2%),14 (~0%),0 (~0%),5,1,4,off,off,4,1
03min 57sec,1570517 (6.282ms),8654 (~0%),6483 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,2,1
03min 33sec,373961 (1.598ms),23034 (1%),14701 (~0%),208 (4%),28 (~0%),0 (~0%),5,1,10,off,off,1,1
03min 48sec,367347 (1.57ms),28502 (2%),17198 (~0%),78 (1%),28 (~0%),0 (~0%),10,1,10,off,off,1,1
03min 57sec,381749 (1.631ms),30922 (2%),15522 (~0%),254 (5%),28 (~0%),0 (~0%),1,4,10,off,off,1,1
03min 34sec,340362 (1.361ms),22334 (1%),16466 (~0%),212 (4%),39 (~0%),0 (~0%),3,1,12,off,off,1,1
03min 52sec,337647 (1.351ms),22780 (1%),14521 (~0%),270 (6%),39 (~0%),0 (~0%),4,1,12,off,off,1,1
60min 00sec,,,,,,,1,1,12,flatten,off,1,1
07min 14sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,12,off,flatten,1,1
09min 24sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,12,off,flatten,1,1
07min 43sec,9520 (0.038ms),183889 (15%),157562 (6%),60 (1%),657 (9%),0 (~0%),3,1,12,off,flatten,1,1
08min 14sec,28767 (0.115ms),196922 (16%),159920 (6%),46 (1%),657 (9%),0 (~0%),4,1,12,off,flatten,1,1
08min 47sec,24567 (0.098ms),565048 (47%),664301 (28%),46 (1%),5256 (76%),0 (~0%),1,8,12,off,flatten,1,1
11min 04sec,27747 (0.111ms),701130 (59%),822972 (34%),24 (~0%),6570 (96%),0 (~0%),1,10,12,off,flatten,1,1
08min 17sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,20,off,flatten,1,1
08min 40sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,30,off,flatten,1,1
60min 00sec,,,,,,,2,1,12,flatten,off,1,1
60min 00sec,,,,,,,3,1,12,flatten,off,1,1
60min 00sec,,,,,,,4,1,12,flatten,off,1,1
60min 00sec,,,,,,,1,2,12,flatten,off,1,1
60min 00sec,,,,,,,1,4,12,flatten,off,1,1
60min 00sec,,,,,,,1,8,12,flatten,off,1,1
60min 00sec,,,,,,,1,1,10,flatten,off,1,1
60min 00sec,,,,,,,1,1,6,flatten,off,1,1
09min 11sec,7717 (0.031ms),203707 (17%),155935 (6%),38 (~0%),657 (9%),0 (~0%),10,1,12,off,flatten,1,1
09min 18sec,7717 (0.031ms),203933 (17%),155940 (6%),38 (~0%),657 (9%),0 (~0%),6,1,12,off,flatten,1,1
08min 42sec,9520 (0.038ms),183651 (15%),157550 (6%),60 (1%),657 (9%),0 (~0%),5,1,12,off,flatten,1,1
11min 41sec,3518 (0.014ms),605198 (51%),668595 (28%),46 (1%),5256 (76%),0 (~0%),2,8,12,off,flatten,1,1
09min 10sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,12,off,flatten,1,1
10min 39sec,4718 (0.019ms),406432 (34%),381793 (16%),46 (1%),2628 (38%),0 (~0%),2,4,12,off,flatten,1,1
09min 48sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,4,off,flatten,1,1
09min 41sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,3,off,flatten,1,1
09min 55sec,6521 (0.026ms),359002 (30%),386394 (16%),60 (1%),2628 (38%),0 (~0%),3,4,12,off,flatten,1,1
10min 18sec,5320 (0.021ms),565309 (47%),688772 (29%),60 (1%),5256 (76%),0 (~0%),3,8,12,off,flatten,1,1
12min 43sec,7000 (0.028ms),705166 (59%),855122 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,12,off,flatten,1,1
08min 38sec,9520 (0.038ms),183889 (15%),157562 (6%),60 (1%),657 (9%),0 (~0%),3,1,20,off,flatten,1,1
07min 58sec,24567 (0.098ms),565103 (47%),664229 (28%),46 (1%),5256 (76%),0 (~0%),4,8,12,off,flatten,1,1
08min 39sec,5320 (0.021ms),565071 (47%),688794 (29%),60 (1%),5256 (76%),0 (~0%),5,8,12,off,flatten,1,1
09min 24sec,3517 (0.014ms),572155 (48%),660233 (27%),38 (~0%),5256 (76%),0 (~0%),6,8,12,off,flatten,1,1
13min 30sec,5797 (0.023ms),741279 (62%),827265 (34%),24 (~0%),6570 (96%),0 (~0%),2,10,12,off,flatten,1,1
21min 00sec,3218 (0.013ms),1157170 (97%),1307652 (55%),46 (1%),10512 (153%),0 (~0%),2,16,12,off,flatten,1,1
28min 45sec,3758 (0.015ms),1411767 (119%),1626530 (68%),32 (~0%),13140 (192%),0 (~0%),2,20,12,off,flatten,1,1
11min 06sec,3518 (0.014ms),605198 (51%),668595 (28%),46 (1%),5256 (76%),0 (~0%),2,8,4,off,flatten,1,1
10min 49sec,3518 (0.014ms),605198 (51%),668595 (28%),46 (1%),5256 (76%),0 (~0%),2,8,6,off,flatten,1,1
09min 29sec,27747 (0.111ms),701185 (59%),822900 (34%),24 (~0%),6570 (96%),0 (~0%),4,10,12,off,flatten,1,1
18min 13sec,5020 (0.02ms),1132385 (95%),1358549 (57%),60 (1%),10512 (153%),0 (~0%),3,16,12,off,flatten,1,1
11min 06sec,7000 (0.028ms),705166 (59%),855122 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,10,off,flatten,1,1
11min 13sec,7000 (0.028ms),705166 (59%),855122 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,6,off,flatten,1,1
11min 07sec,35758 (0.143ms),705808 (59%),855130 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,12,off,flatten,2,1
09min 11sec,699917 (2.8ms),683789 (57%),812646 (34%),38 (~0%),6570 (96%),0 (~0%),3,10,12,off,flatten,1,2
60min 00sec,,,,,,,5,1,12,flatten,off,1,1
60min 00sec,,,,,,,6,1,12,flatten,off,1,1
60min 00sec,,,,,,,10,1,12,flatten,off,1,1
60min 00sec,,,,,,,2,2,12,flatten,off,1,1
60min 00sec,,,,,,,2,4,12,flatten,off,1,1
60min 00sec,,,,,,,2,5,12,flatten,off,1,1
60min 00sec,,,,,,,2,1,3,flatten,off,1,1
60min 00sec,,,,,,,2,1,4,flatten,off,1,1
60min 00sec,,,,,,,3,5,12,flatten,off,1,1
60min 00sec,,,,,,,3,4,12,flatten,off,1,1
60min 00sec,,,,,,,3,2,12,flatten,off,1,1
60min 00sec,,,,,,,3,1,10,flatten,off,1,1
60min 00sec,,,,,,,3,1,6,flatten,off,1,1
07min 33sec,28767 (0.115ms),197375 (16%),160077 (6%),46 (1%),657 (9%),0 (~0%),12,1,12,off,flatten,1,1
06min 49sec,9520 (0.038ms),183671 (15%),157574 (6%),60 (1%),657 (9%),0 (~0%),15,1,12,off,flatten,1,1
07min 24sec,28767 (0.115ms),197259 (16%),160070 (6%),46 (1%),657 (9%),0 (~0%),20,1,12,off,flatten,1,1
08min 41sec,4718 (0.019ms),373166 (31%),373438 (15%),38 (~0%),2628 (38%),0 (~0%),10,4,12,off,flatten,1,1
09min 34sec,3517 (0.014ms),571930 (48%),660234 (27%),38 (~0%),5256 (76%),0 (~0%),10,8,12,off,flatten,1,1
07min 29sec,7717 (0.031ms),203707 (17%),155935 (6%),38 (~0%),657 (9%),0 (~0%),10,1,5,off,flatten,1,1
60min 00sec,,,,,,,10,1,12,flatten,flatten,1,1
07min 35sec,10630 (0.043ms),204145 (17%),156028 (6%),38 (~0%),657 (9%),0 (~0%),10,1,12,off,flatten,2,1
08min 41sec,4718 (0.019ms),373392 (31%),373437 (15%),38 (~0%),2628 (38%),0 (~0%),6,4,12,off,flatten,1,1
07min 01sec,11082 (0.044ms),372816 (31%),420765 (17%),38 (~0%),3285 (48%),0 (~0%),6,5,12,off,flatten,1,1
07min 32sec,7717 (0.031ms),203933 (17%),155940 (6%),38 (~0%),657 (9%),0 (~0%),6,1,20,off,flatten,1,1
08min 36sec,7717 (0.031ms),203933 (17%),155940 (6%),38 (~0%),657 (9%),0 (~0%),6,1,30,off,flatten,1,1
60min 00sec,,,,,,,6,1,12,flatten,flatten,1,1
18min 45sec,44429 (0.178ms),791788 (66%),881980 (37%),24 (~0%),6570 (96%),0 (~0%),4,10,12,off,flatten,2,1
09min 27sec,16078 (0.064ms),565950 (47%),688905 (29%),60 (1%),5256 (76%),0 (~0%),3,8,12,off,flatten,2,1
07min 07sec,63338 (0.253ms),369509 (31%),467335 (19%),60 (1%),3311 (48%),0 (~0%),3,5,12,off,flatten,2,1
11min 52sec,35758 (0.143ms),705808 (59%),855130 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,15,off,flatten,2,1
11min 52sec,21162 (0.085ms),705718 (59%),855727 (36%),38 (~0%),6570 (96%),0 (~0%),3,10,12,off,flatten,4,1
14min 16sec,35758 (0.143ms),687349 (58%),817457 (34%),38 (~0%),6570 (96%),0 (~0%),3,10,12,off,flatten,2,2
05min 24sec,367347 (1.57ms),23016 (1%),12468 (~0%),206 (4%),28 (~0%),0 (~0%),6,1,10,off,off,1,1
05min 08sec,369162 (1.578ms),22995 (1%),14689 (~0%),208 (4%),28 (~0%),0 (~0%),3,8,10,off,off,1,1
05min 30sec,321162 (1.372ms),46979 (3%),30029 (1%),100 (2%),56 (~0%),0 (~0%),3,1,20,off,off,1,1
08min 17sec,9520 (0.038ms),183889 (15%),157562 (6%),60 (1%),657 (9%),0 (~0%),3,1,10,off,flatten,1,1
05min 17sec,377629 (1.614ms),23227 (1%),14746 (~0%),208 (4%),28 (~0%),0 (~0%),3,1,10,off,off,4,1
05min 58sec,7507290 (32.082ms),109308 (9%),105132 (4%),208 (4%),132 (1%),0 (~0%),3,1,10,off,off,1,4
05min 13sec,345161 (1.381ms),22314 (1%),16433 (~0%),212 (4%),39 (~0%),0 (~0%),5,1,12,off,off,1,1
05min 22sec,341019 (1.364ms),40473 (3%),19463 (~0%),284 (6%),39 (~0%),0 (~0%),2,2,12,off,off,1,1
05min 34sec,338619 (1.354ms),32592 (2%),16398 (~0%),284 (6%),39 (~0%),0 (~0%),2,4,12,off,off,1,1
05min 31sec,337648 (1.351ms),25626 (2%),15512 (~0%),284 (6%),39 (~0%),0 (~0%),2,8,12,off,off,1,1
05min 53sec,318448 (1.361ms),57902 (4%),34243 (1%),60 (1%),56 (~0%),0 (~0%),2,1,20,off,off,1,1
06min 55sec,284848 (1.217ms),135219 (11%),98948 (4%),60 (1%),93 (1%),0 (~0%),2,1,30,off,off,1,1
13min 48sec,24567 (0.098ms),565556 (47%),664388 (28%),46 (1%),5256 (76%),0 (~0%),12,8,12,off,flatten,1,1
13min 37sec,5320 (0.021ms),565092 (47%),688789 (29%),60 (1%),5256 (76%),0 (~0%),15,8,12,off,flatten,1,1
13min 29sec,24567 (0.098ms),565440 (47%),664381 (28%),46 (1%),5256 (76%),0 (~0%),20,8,12,off,flatten,1,1
13min 55sec,26069 (0.104ms),366290 (30%),377503 (15%),46 (1%),2628 (38%),0 (~0%),1,4,12,off,flatten,1,1
10min 45sec,33032 (0.132ms),365705 (30%),424832 (17%),46 (1%),3285 (48%),0 (~0%),1,5,12,off,flatten,1,1
13min 22sec,24567 (0.098ms),565048 (47%),664301 (28%),46 (1%),5256 (76%),0 (~0%),1,8,10,off,flatten,1,1
13min 22sec,24567 (0.098ms),565048 (47%),664301 (28%),46 (1%),5256 (76%),0 (~0%),1,8,6,off,flatten,1,1
17min 56sec,7000 (0.028ms),704928 (59%),855144 (36%),38 (~0%),6570 (96%),0 (~0%),5,10,12,off,flatten,1,1
19min 56sec,5797 (0.023ms),708236 (59%),818903 (34%),16 (~0%),6570 (96%),0 (~0%),6,10,12,off,flatten,1,1
19min 15sec,5797 (0.023ms),708011 (59%),818904 (34%),16 (~0%),6570 (96%),0 (~0%),10,10,12,off,flatten,1,1
28min 17sec,25107 (0.1ms),1371623 (116%),1622239 (68%),32 (~0%),13140 (192%),0 (~0%),1,20,12,off,flatten,1,1
60min 00sec,,,,,,,1,80,12,off,flatten,1,1
18min 21sec,27747 (0.111ms),701130 (59%),822972 (34%),24 (~0%),6570 (96%),0 (~0%),1,10,10,off,flatten,1,1
37min 57sec,5560 (0.022ms),1394534 (117%),1692787 (71%),46 (1%),13140 (192%),0 (~0%),3,20,12,off,flatten,1,1
29min 48sec,25107 (0.1ms),1371678 (116%),1622167 (68%),32 (~0%),13140 (192%),0 (~0%),4,20,12,off,flatten,1,1
60min 00sec,,,,,,,2,80,12,off,flatten,1,1
39min 53sec,3758 (0.015ms),1411767 (119%),1626530 (68%),32 (~0%),13140 (192%),0 (~0%),2,20,3,off,flatten,1,1
41min 23sec,3758 (0.015ms),1411767 (119%),1626530 (68%),32 (~0%),13140 (192%),0 (~0%),2,20,4,off,flatten,1,1
48min 09sec,28186 (0.113ms),1408161 (119%),1642171 (69%),46 (1%),13140 (192%),0 (~0%),2,20,12,off,flatten,2,1
30min 18sec,208516 (0.834ms),1408162 (119%),1626861 (68%),32 (~0%),13140 (192%),0 (~0%),2,20,12,off,flatten,1,2
13min 24sec,28767 (0.115ms),196922 (16%),159920 (6%),46 (1%),657 (9%),0 (~0%),4,1,3,off,flatten,1,1
12min 25sec,9520 (0.038ms),183889 (15%),157562 (6%),60 (1%),657 (9%),0 (~0%),3,1,3,off,flatten,1,1
14min 34sec,4718 (0.019ms),406432 (34%),381793 (16%),46 (1%),2628 (38%),0 (~0%),2,4,3,off,flatten,1,1
13min 23sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,3,off,flatten,1,1
13min 16sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,5,off,flatten,1,1
14min 02sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,6,off,flatten,1,1
60min 00sec,,,,,,,2,1,3,flatten,flatten,1,1
13min 24sec,23146 (0.093ms),233418 (19%),179929 (7%),60 (1%),657 (9%),0 (~0%),2,1,3,off,flatten,2,1
15min 29sec,3517 (0.014ms),572155 (48%),660233 (27%),38 (~0%),5256 (76%),0 (~0%),6,8,12,off,flatten,1,1
14min 57sec,3517 (0.014ms),571930 (48%),660234 (27%),38 (~0%),5256 (76%),0 (~0%),10,8,12,off,flatten,1,1
14min 56sec,5320 (0.021ms),565092 (47%),688789 (29%),60 (1%),5256 (76%),0 (~0%),15,8,12,off,flatten,1,1
13min 40sec,26069 (0.104ms),366345 (30%),377433 (15%),46 (1%),2628 (38%),0 (~0%),4,4,12,off,flatten,1,1
11min 50sec,33032 (0.132ms),365760 (30%),424760 (17%),46 (1%),3285 (48%),0 (~0%),4,5,12,off,flatten,1,1
13min 39sec,24567 (0.098ms),565103 (47%),664229 (28%),46 (1%),5256 (76%),0 (~0%),4,8,10,off,flatten,1,1
17min 12sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,12,off,flatten,1,1
30min 09sec,11080 (0.044ms),357531 (30%),437350 (18%),60 (1%),3285 (48%),0 (~0%),3,5,12,off,flatten,1,1
30min 14sec,11080 (0.044ms),357294 (30%),437372 (18%),60 (1%),3285 (48%),0 (~0%),5,5,12,off,flatten,1,1
14min 35sec,11082 (0.044ms),372590 (31%),420766 (17%),38 (~0%),3285 (48%),0 (~0%),10,5,12,off,flatten,1,1
18min 11sec,7718 (0.031ms),298038 (25%),240072 (10%),46 (1%),1314 (19%),0 (~0%),2,2,12,off,flatten,1,1
59min 10sec,51350 (0.205ms),854337 (72%),1207763 (51%),46 (1%),4062 (59%),0 (~0%),2,12,12,off,flatten,1,1
60min 00sec,,,,,,,2,6,12,off,flatten,1,1
16min 46sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,5,off,flatten,1,1
16min 19sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,10,off,flatten,1,1
16min 56sec,26069 (0.104ms),366798 (31%),377590 (15%),46 (1%),2628 (38%),0 (~0%),12,4,12,off,flatten,1,1
15min 27sec,6521 (0.026ms),358794 (30%),386400 (16%),60 (1%),2628 (38%),0 (~0%),15,4,12,off,flatten,1,1
33min 07sec,3217 (0.013ms),1123902 (95%),1299291 (54%),38 (~0%),10512 (153%),0 (~0%),10,16,12,off,flatten,1,1
18min 52sec,4718 (0.019ms),373166 (31%),373438 (15%),38 (~0%),2628 (38%),0 (~0%),10,4,20,off,flatten,1,1
17min 55sec,9432 (0.038ms),373653 (31%),373589 (15%),38 (~0%),2628 (38%),0 (~0%),10,4,12,off,flatten,2,1
18min 06sec,668476 (2.674ms),361271 (30%),370764 (15%),38 (~0%),2628 (38%),0 (~0%),10,4,12,off,flatten,1,2
