compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__TILE__L0
05min 07sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
04min 56sec,1164742 (4.659ms),22040 (1%),23837 (1%),280 (6%),59 (~0%),0 (~0%),10,1,5,off,1
04min 54sec,544424 (2.337ms),26925 (2%),22461 (~0%),120 (2%),59 (~0%),10 (1%),10,5,5,off,2
03min 33sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
03min 55sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
03min 39sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
04min 41sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 41sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
04min 30sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 04sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 03sec,581115 (2.483ms),16852 (1%),17094 (~0%),298 (6%),27 (~0%),0 (~0%),13,5,2,off,1
04min 22sec,345184 (1.475ms),16108 (1%),14284 (~0%),192 (4%),25 (~0%),10 (1%),26,5,2,off,1
04min 21sec,348117 (1.488ms),16173 (1%),14242 (~0%),192 (4%),23 (~0%),10 (1%),30,5,2,off,1
05min 06sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
04min 55sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
04min 45sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 50sec,582586 (2.5ms),28093 (2%),25559 (1%),530 (12%),27 (~0%),0 (~0%),10,5,2,off,8
04min 03sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 16sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 57sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 05sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
04min 52sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 20sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 51sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
05min 08sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
60min 00sec,,,,,,,10,5,5,flatten,2
03min 42sec,581115 (2.483ms),16852 (1%),17094 (~0%),298 (6%),27 (~0%),0 (~0%),13,5,2,off,1
03min 47sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
04min 47sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
04min 54sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
04min 18sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 28sec,582586 (2.5ms),28093 (2%),25559 (1%),530 (12%),27 (~0%),0 (~0%),10,5,2,off,8
05min 02sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
05min 42sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
05min 38sec,736101 (2.944ms),33772 (2%),16964 (~0%),208 (4%),14 (~0%),0 (~0%),6,2,1,off,1
05min 00sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 46sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 38sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
05min 12sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 54sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
05min 44sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 45sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 33sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 54sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
05min 05sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
05min 29sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
04min 32sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
04min 53sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
04min 09sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 33sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 15sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
03min 39sec,660670 (2.823ms),16143 (1%),15094 (~0%),266 (6%),18 (~0%),0 (~0%),5,5,1,off,1
05min 07sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 03sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 25sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
04min 23sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
04min 05sec,662536 (2.844ms),27486 (2%),22884 (~0%),466 (10%),17 (~0%),0 (~0%),10,5,1,off,8
04min 40sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 26sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
04min 54sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
06min 35sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
06min 39sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
06min 48sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
05min 34sec,591801 (2.367ms),43133 (3%),34448 (1%),464 (10%),130 (1%),0 (~0%),10,2,10,off,1
04min 08sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 27sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
06min 44sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
04min 41sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 21sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
04min 49sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
04min 07sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
03min 51sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 19sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
06min 10sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
04min 14sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 10sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
03min 55sec,533143 (2.278ms),21511 (1%),23942 (1%),394 (9%),58 (~0%),0 (~0%),3,5,5,off,1
03min 56sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
04min 20sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 19sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
04min 13sec,1164742 (4.659ms),22040 (1%),23837 (1%),280 (6%),59 (~0%),0 (~0%),10,1,5,off,1
04min 09sec,544424 (2.337ms),26925 (2%),22461 (~0%),120 (2%),59 (~0%),10 (1%),10,5,5,off,2
04min 57sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
04min 28sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
04min 31sec,533143 (2.278ms),21511 (1%),23942 (1%),394 (9%),58 (~0%),0 (~0%),3,5,5,off,1
04min 58sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
05min 00sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
04min 23sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 09sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
04min 08sec,581115 (2.483ms),16852 (1%),17094 (~0%),298 (6%),27 (~0%),0 (~0%),13,5,2,off,1
04min 28sec,345184 (1.475ms),16108 (1%),14284 (~0%),192 (4%),25 (~0%),10 (1%),26,5,2,off,1
05min 21sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
05min 24sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
05min 22sec,1052781 (4.211ms),16593 (1%),14344 (~0%),208 (4%),25 (~0%),0 (~0%),10,1,2,off,1
04min 38sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 29sec,516954 (2.209ms),25987 (2%),32148 (1%),556 (12%),130 (1%),0 (~0%),10,5,10,off,1
05min 18sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
04min 32sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 23sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 38sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
04min 20sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 35sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 13sec,661060 (2.825ms),16149 (1%),15107 (~0%),266 (6%),18 (~0%),0 (~0%),3,5,1,off,1
05min 25sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 06sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
05min 19sec,514437 (2.217ms),132710 (11%),176984 (7%),936 (21%),562 (8%),0 (~0%),1,205,1,off,1
08min 50sec,377222 (1.626ms),93736 (7%),125471 (5%),140 (3%),283 (4%),64 (6%),1,102,1,off,1
03min 37sec,516042 (2.205ms),27046 (2%),34089 (1%),574 (13%),128 (1%),0 (~0%),1,5,10,off,1
04min 35sec,423129 (1.808ms),18335 (1%),15716 (~0%),440 (10%),32 (~0%),0 (~0%),3,10,1,off,1
04min 36sec,422739 (1.807ms),18329 (1%),15703 (~0%),440 (10%),32 (~0%),0 (~0%),5,10,1,off,1
04min 48sec,423321 (1.809ms),18632 (1%),15782 (~0%),442 (10%),32 (~0%),0 (~0%),6,10,1,off,1
03min 58sec,409133 (1.748ms),27420 (2%),24233 (1%),392 (9%),48 (~0%),0 (~0%),1,15,1,off,1
04min 41sec,406791 (1.738ms),29134 (2%),27924 (1%),660 (15%),59 (~0%),0 (~0%),1,20,1,off,1
04min 12sec,398990 (1.705ms),36351 (3%),31725 (1%),674 (15%),70 (1%),0 (~0%),1,25,1,off,1
54min 10sec,94208 (0.403ms),6238989 (527%),929340 (39%),1738 (40%),1804 (26%),0 (~0%),1,10,1,flatten,1
