compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PARA__L7,__PARA__L8,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L3,__PIPE__L4,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2,__TILE__L3,__TILE__L4,__TILE__L5
05min 53sec,5342478 (21.37ms),26223 (2%),34821 (1%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,2,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 16sec,2411953 (9.648ms),18453 (1%),13639 (~0%),142 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,4,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 48sec,3108165 (12.433ms),24246 (2%),16428 (~0%),142 (3%),38 (~0%),10 (1%),9,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 33sec,3382228 (13.529ms),21360 (1%),15059 (~0%),154 (3%),36 (~0%),6 (~0%),1,1,15,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 34sec,3045371 (12.181ms),24023 (2%),16187 (~0%),150 (3%),38 (~0%),10 (1%),7,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 21sec,3307648 (13.231ms),20864 (1%),14909 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,13,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 18sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 42sec,2919819 (11.679ms),23539 (1%),16236 (~0%),138 (3%),36 (~0%),10 (1%),3,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 36sec,3044502 (12.178ms),21361 (1%),15023 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,6,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 40sec,     ?,26385 (2%),20008 (~0%),142 (3%),21 (~0%),10 (1%),1,1,1,3,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 15sec,2886863 (11.547ms),20165 (1%),14578 (~0%),126 (2%),36 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,2,1,1,1,1,1
04min 40sec,3296553 (13.186ms),23998 (2%),16200 (~0%),142 (3%),38 (~0%),10 (1%),15,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 36sec,2984423 (11.938ms),26927 (2%),21982 (~0%),142 (3%),34 (~0%),10 (1%),1,1,1,6,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 15sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 03sec,2357953 (9.432ms),19575 (1%),14516 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,6,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 36sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 39sec,3327953 (13.312ms),23962 (2%),16188 (~0%),142 (3%),38 (~0%),10 (1%),16,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 25sec,3530208 (14.121ms),21374 (1%),15045 (~0%),154 (3%),35 (~0%),6 (~0%),1,1,19,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 13sec,1626953 (6.508ms),23570 (1%),19451 (~0%),206 (4%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,16,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 34sec,3202359 (12.809ms),24257 (2%),16448 (~0%),142 (3%),38 (~0%),10 (1%),12,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 46sec,3265153 (13.061ms),24003 (2%),16208 (~0%),142 (3%),38 (~0%),10 (1%),14,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 04sec,4272977 (17.092ms),19762 (1%),14313 (~0%),150 (3%),35 (~0%),8 (~0%),1,25,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 14sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 43sec,3170959 (12.684ms),24004 (2%),16282 (~0%),142 (3%),39 (~0%),10 (1%),11,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 20sec,     ?,54904 (4%),38693 (1%),160 (3%),18 (~0%),8 (~0%),1,1,1,7,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 55sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 54sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 46sec,3390753 (13.563ms),24221 (2%),16436 (~0%),142 (3%),38 (~0%),10 (1%),18,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 39sec,2932081 (11.728ms),28945 (2%),19204 (~0%),138 (3%),19 (~0%),8 (~0%),1,1,1,9,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 17sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 52sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 32sec,3233759 (12.935ms),23523 (1%),16337 (~0%),138 (3%),36 (~0%),10 (1%),13,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 37sec,2932081 (11.728ms),28945 (2%),19204 (~0%),138 (3%),19 (~0%),8 (~0%),1,1,1,9,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 24sec,3345198 (13.381ms),21355 (1%),15047 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,14,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 08sec,1630453 (6.968ms),23727 (2%),19944 (~0%),216 (5%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 54sec,3830347 (15.321ms),23884 (2%),16191 (~0%),154 (3%),38 (~0%),10 (1%),32,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 59sec,2984423 (11.938ms),26927 (2%),21982 (~0%),142 (3%),34 (~0%),10 (1%),1,1,1,6,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 11sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 10sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 24sec,2831873 (11.327ms),18153 (1%),12813 (~0%),126 (2%),20 (~0%),8 (~0%),1,1,1,50,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 19sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 29sec,2889238 (11.557ms),33147 (2%),36878 (1%),148 (3%),19 (~0%),6 (~0%),1,1,1,1,1,70,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 55sec,2450865 (9.803ms),19263 (1%),15099 (~0%),148 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,3,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 41sec,3610547 (14.442ms),23932 (2%),16204 (~0%),154 (3%),38 (~0%),10 (1%),25,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 16sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 50sec,2450865 (9.803ms),19263 (1%),15099 (~0%),148 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,3,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 15sec,1626953 (6.508ms),23570 (1%),19451 (~0%),206 (4%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,16,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 34sec,2935143 (11.741ms),24596 (2%),19757 (~0%),142 (3%),34 (~0%),10 (1%),1,1,1,4,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 05sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 37sec,3133943 (12.536ms),23693 (2%),15798 (~0%),142 (3%),34 (~0%),10 (1%),1,1,1,12,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 17sec,2824203 (11.297ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 57sec,2214162 (8.857ms),91205 (7%),76267 (3%),110 (2%),462 (6%),48 (5%),40,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 35sec,2202062 (9.411ms),176286 (14%),227662 (9%),902 (20%),902 (13%),8 (~0%),40,1,1,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 45sec,2793804 (11.175ms),93222 (7%),77871 (3%),122 (2%),474 (6%),48 (5%),40,10,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,2958587 (11.834ms),92388 (7%),77586 (3%),134 (3%),473 (6%),46 (4%),40,1,20,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 32sec,1481299 (5.925ms),154837 (13%),138772 (5%),102 (2%),994 (14%),46 (4%),40,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 26sec,284299 (1.137ms),158383 (13%),143125 (6%),182 (4%),994 (14%),44 (4%),40,1,1,1,1,1,1,16,50,off,off,off,off,off,off,1,1,1,1,1,1
31min 44sec,271449 (1.16ms),608693 (51%),913882 (38%),2574 (59%),3194 (46%),4 (~0%),40,1,1,1,1,1,30,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 48sec,286838 (1.147ms),160895 (13%),146851 (6%),206 (4%),1038 (15%),42 (4%),40,1,20,1,1,1,1,16,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 43sec,286838 (1.147ms),160895 (13%),146851 (6%),206 (4%),1038 (15%),42 (4%),40,1,20,1,1,1,1,16,50,off,off,off,off,off,flatten,1,1,1,1,1,1
06min 10sec,286838 (1.147ms),160895 (13%),146851 (6%),206 (4%),1038 (15%),42 (4%),40,1,20,1,1,1,1,16,50,off,off,off,off,off,flatten,1,1,1,1,1,1
05min 40sec,383108 (1.532ms),156946 (13%),147645 (6%),218 (5%),1041 (15%),42 (4%),40,10,20,1,1,1,1,16,50,off,off,off,off,off,flatten,1,1,1,1,1,1
05min 35sec,383108 (1.532ms),156946 (13%),147645 (6%),218 (5%),1041 (15%),42 (4%),40,10,20,1,1,1,1,16,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 02sec,2824203 (11.297ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 16sec,2202062 (9.411ms),176286 (14%),227662 (9%),902 (20%),902 (13%),8 (~0%),40,1,1,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 32sec,3663186 (14.653ms),93198 (7%),77972 (3%),134 (3%),475 (6%),48 (5%),40,25,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 31sec,2218280 (8.873ms),95058 (8%),87005 (3%),146 (3%),540 (7%),48 (5%),40,1,1,25,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 56sec,2958587 (11.834ms),92388 (7%),77586 (3%),134 (3%),473 (6%),46 (4%),40,1,20,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 23sec,2797572 (11.19ms),97075 (8%),88609 (3%),158 (3%),552 (8%),48 (5%),40,10,1,25,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
28min 53sec,2201312 (9.407ms),541515 (45%),847024 (35%),2502 (57%),2662 (38%),8 (~0%),40,1,1,1,1,1,30,1,1,off,off,off,off,off,off,1,1,1,1,1,1
28min 56sec,2201312 (9.407ms),541515 (45%),847024 (35%),2502 (57%),2662 (38%),8 (~0%),40,1,1,1,1,1,30,1,1,off,off,off,off,off,off,1,1,1,1,1,1
13min 35sec,2201812 (9.409ms),241670 (20%),693769 (29%),1710 (39%),1782 (26%),8 (~0%),40,1,1,1,1,1,20,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 03sec,1481299 (5.925ms),154837 (13%),138772 (5%),102 (2%),994 (14%),46 (4%),40,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 17sec,1468949 (6.278ms),305302 (25%),756274 (31%),1702 (39%),2314 (33%),6 (~0%),40,1,1,1,1,1,20,1,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,2057443 (8.23ms),150763 (12%),140399 (5%),114 (2%),1008 (14%),46 (4%),40,10,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 26sec,2057599 (8.23ms),151170 (12%),140794 (5%),126 (2%),1008 (14%),44 (4%),40,10,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 53sec,1767673 (7.071ms),150765 (12%),140392 (5%),114 (2%),1009 (14%),46 (4%),40,5,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 22sec,1767829 (7.071ms),151172 (12%),140787 (5%),126 (2%),1009 (14%),44 (4%),40,5,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,2926981 (11.708ms),151146 (12%),140895 (5%),138 (3%),1009 (14%),44 (4%),40,25,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,1767259 (7.069ms),151156 (12%),140780 (5%),126 (2%),1010 (14%),44 (4%),40,5,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 09sec,1755159 (7.501ms),236237 (19%),292175 (12%),918 (21%),1450 (21%),4 (~0%),40,5,4,1,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 55sec,1754909 (7.5ms),301621 (25%),758282 (32%),1726 (39%),2330 (34%),4 (~0%),40,5,4,1,1,1,20,1,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 39sec,1754909 (7.5ms),301621 (25%),758282 (32%),1726 (39%),2330 (34%),4 (~0%),40,5,4,1,1,1,20,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 59sec,2914311 (12.454ms),236211 (19%),292283 (12%),930 (21%),1450 (21%),4 (~0%),40,25,4,1,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,2926411 (11.706ms),151130 (12%),140888 (5%),138 (3%),1010 (14%),44 (4%),40,25,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 34sec,1755207 (7.501ms),241045 (20%),292390 (12%),918 (21%),1447 (21%),4 (~0%),40,5,4,10,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
40min 00sec,,,,,,,40,5,4,1,1,1,15,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 22sec,1755159 (7.501ms),236237 (19%),292175 (12%),918 (21%),1450 (21%),4 (~0%),40,5,4,1,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 27sec,45015 (0.18ms),261239 (22%),231605 (9%),1698 (39%),1547 (22%),44 (4%),40,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 33sec,45015 (0.18ms),264542 (22%),232203 (9%),1698 (39%),1544 (22%),44 (4%),40,50,4,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 12sec,45722 (0.183ms),265253 (22%),242397 (10%),1742 (40%),1626 (23%),43 (4%),40,50,4,25,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 03sec,45015 (0.192ms),351128 (29%),383215 (16%),2490 (57%),1984 (29%),4 (~0%),40,50,4,10,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 51sec,45731 (0.196ms),349295 (29%),390997 (16%),2534 (58%),2067 (30%),3 (~0%),40,50,4,25,1,1,10,1,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 15sec,22842 (0.098ms),418846 (35%),531848 (22%),2534 (58%),2617 (38%),3 (~0%),40,50,4,25,1,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
32min 32sec,22842 (0.098ms),753616 (63%),1117667 (47%),4134 (95%),3937 (57%),3 (~0%),40,50,4,25,1,1,30,8,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 49sec,22910 (0.098ms),424465 (35%),532688 (22%),2534 (58%),2614 (38%),3 (~0%),40,50,4,25,10,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 40sec,22910 (0.098ms),424968 (35%),532238 (22%),2534 (58%),2614 (38%),3 (~0%),40,50,4,25,14,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 01sec,26581 (0.114ms),411120 (34%),528761 (22%),2796 (64%),2614 (38%),1 (~0%),40,50,4,25,7,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 59sec,21722 (0.093ms),570826 (48%),752638 (31%),2534 (58%),3717 (54%),3 (~0%),40,50,4,25,1,1,10,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 50sec,206054 (0.884ms),521670 (44%),700011 (29%),2684 (62%),3226 (47%),3 (~0%),40,50,4,25,1,1,10,16,25,off,off,off,off,off,off,1,1,1,1,1,1
15min 19sec,22140 (0.095ms),580094 (49%),763429 (32%),2534 (58%),3714 (54%),3 (~0%),40,50,4,25,10,1,10,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 05sec,22057 (0.095ms),570824 (48%),752644 (31%),2534 (58%),3716 (54%),3 (~0%),40,50,8,25,1,1,10,16,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 32sec,207174 (0.889ms),369690 (31%),479221 (20%),2684 (62%),2126 (31%),3 (~0%),40,50,4,25,1,1,10,8,25,off,off,off,off,off,off,1,1,1,1,1,1
10min 24sec,23177 (0.099ms),418844 (35%),531854 (22%),2534 (58%),2616 (38%),3 (~0%),40,50,8,25,1,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 58sec,207174 (0.889ms),369690 (31%),479221 (20%),2684 (62%),2126 (31%),3 (~0%),40,50,4,25,1,1,10,8,25,off,off,off,off,off,off,1,1,1,1,1,1
10min 49sec,23419 (0.101ms),419039 (35%),532194 (22%),2534 (58%),2616 (38%),3 (~0%),40,50,10,25,1,1,10,8,50,off,off,off,off,off,off,1,1,1,1,1,1
18min 40sec,22842 (0.098ms),486310 (41%),989756 (41%),3342 (77%),3497 (51%),3 (~0%),40,50,4,25,1,1,20,8,50,off,off,off,off,off,off,1,1,1,1,1,1
18min 41sec,22842 (0.098ms),486310 (41%),989756 (41%),3342 (77%),3497 (51%),3 (~0%),40,50,4,25,1,1,20,8,50,off,off,off,off,off,off,1,1,1,1,1,1
18min 48sec,22842 (0.098ms),486310 (41%),989756 (41%),3342 (77%),3497 (51%),3 (~0%),40,50,4,25,1,1,20,8,50,off,off,off,off,off,off,1,1,1,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,1,1,1,1,off,flatten,off,off,off,off,1,1,1,1,1,1
04min 39sec,1934195 (8.266ms),21991 (1%),17084 (~0%),170 (3%),45 (~0%),6 (~0%),8,1,1,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 14sec,1388477 (5.934ms),199451 (16%),245887 (10%),1710 (39%),1122 (16%),8 (~0%),1,50,1,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 31sec,1981120 (8.466ms),21061 (1%),16710 (~0%),170 (3%),44 (~0%),4 (~0%),1,1,8,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,1690873 (7.226ms),20385 (1%),15694 (~0%),158 (3%),31 (~0%),6 (~0%),1,1,1,50,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 47sec,1773302 (7.578ms),22410 (1%),16883 (~0%),158 (3%),43 (~0%),6 (~0%),1,1,1,1,10,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 41sec,2265838 (9.683ms),81836 (6%),219943 (9%),180 (4%),31 (~0%),4 (~0%),1,1,1,1,1,10,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 24sec,1183854 (5.059ms),24510 (2%),21509 (~0%),246 (5%),44 (~0%),4 (~0%),1,1,1,1,1,1,15,8,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 47sec,1134053 (4.846ms),29441 (2%),19792 (~0%),198 (4%),39 (~0%),4 (~0%),1,1,1,1,1,1,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
04min 19sec,3790977 (16.201ms),22477 (1%),17443 (~0%),186 (4%),46 (~0%),6 (~0%),1,25,1,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 12sec,2710114 (11.582ms),21546 (1%),16960 (~0%),174 (4%),44 (~0%),4 (~0%),1,1,10,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 34sec,2347873 (10.034ms),20862 (1%),15937 (~0%),162 (3%),31 (~0%),6 (~0%),1,1,1,50,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,2758302 (11.788ms),22947 (1%),17196 (~0%),162 (3%),43 (~0%),6 (~0%),1,1,1,1,10,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 25sec,2924838 (12.499ms),82324 (6%),219680 (9%),184 (4%),31 (~0%),4 (~0%),1,1,1,1,1,10,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 30sec,1148453 (4.908ms),25673 (2%),22244 (~0%),252 (5%),55 (~0%),4 (~0%),1,1,1,1,1,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 37sec,1793053 (7.663ms),29899 (2%),20036 (~0%),202 (4%),39 (~0%),4 (~0%),1,1,1,1,1,1,10,1,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 55sec,1139973 (4.872ms),27122 (2%),18937 (~0%),202 (4%),39 (~0%),4 (~0%),1,1,1,50,1,1,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,632954 (2.705ms),33967 (2%),25810 (1%),286 (6%),50 (~0%),2 (~0%),1,1,1,1,1,1,15,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 57sec,1218102 (5.206ms),28153 (2%),20561 (~0%),206 (4%),51 (~0%),4 (~0%),1,1,1,1,10,1,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 29sec,1081553 (4.622ms),33219 (2%),24247 (1%),256 (5%),61 (~0%),4 (~0%),1,1,1,1,1,1,1,20,10,off,off,off,off,off,off,1,1,1,1,1,1
06min 00sec,1103250 (4.715ms),51190 (4%),40522 (1%),150 (3%),60 (~0%),4 (~0%),1,1,1,1,1,1,1,8,25,off,off,off,off,off,off,1,1,1,1,1,1
07min 04sec,     ?,89060 (7%),284583 (12%),220 (5%),37 (~0%),2 (~0%),1,1,1,1,1,7,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 41sec,1175338 (5.023ms),31299 (2%),21836 (~0%),210 (4%),61 (~0%),2 (~0%),1,1,5,1,1,1,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 53sec,1446089 (6.18ms),28746 (2%),20327 (~0%),214 (4%),53 (~0%),4 (~0%),10,1,1,1,1,1,1,8,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,1206895 (5.158ms),28450 (2%),24662 (1%),264 (6%),78 (1%),4 (~0%),8,1,1,1,1,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
30min 15sec,905428 (3.869ms),305678 (25%),994476 (42%),2132 (49%),2233 (32%),6 (~0%),1,50,1,1,1,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 25sec,1335338 (5.707ms),26792 (2%),23460 (~0%),264 (6%),66 (~0%),2 (~0%),1,1,5,1,1,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 28sec,1154373 (4.933ms),26103 (2%),22443 (~0%),252 (5%),53 (~0%),4 (~0%),1,1,1,50,1,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 42sec,1228002 (5.248ms),28765 (2%),24212 (1%),252 (5%),76 (1%),4 (~0%),1,1,1,1,14,1,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 00sec,1731338 (7.399ms),87560 (7%),226122 (9%),274 (6%),53 (~0%),2 (~0%),1,1,1,1,1,10,10,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,1118453 (4.78ms),35270 (2%),32850 (1%),252 (5%),77 (1%),4 (~0%),1,1,1,1,1,1,30,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 35sec,599553 (2.562ms),35110 (2%),26542 (1%),292 (6%),61 (~0%),2 (~0%),1,1,1,1,1,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 41sec,655995 (2.803ms),35187 (2%),27905 (1%),308 (7%),86 (1%),2 (~0%),8,1,1,1,1,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
32min 03sec,350228 (1.497ms),310627 (26%),997327 (42%),2180 (50%),2230 (32%),4 (~0%),1,50,1,1,1,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 34sec,779402 (3.331ms),37003 (3%),28619 (1%),316 (7%),83 (1%),0 (~0%),1,1,20,1,1,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 34sec,603473 (2.579ms),32811 (2%),25686 (1%),296 (6%),61 (~0%),2 (~0%),1,1,1,50,1,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
05min 40sec,646102 (2.761ms),33710 (2%),27061 (1%),300 (6%),73 (1%),2 (~0%),1,1,1,1,10,1,10,20,10,off,off,off,off,off,off,1,1,1,1,1,1
